0 0 0.000000000000E+00 0.000000000000E+00 0.000000000000E+00 3.333333507180E-02 1
1 0 -1.232776674442E-03 -6.359352264553E-03 6.477739196271E-03 3.344353660941E-02 1
2 0 -2.629500115290E-03 -1.381150726229E-02 1.405958738178E-02 3.344205021858E-02 1
3 0 -2.269727643579E-03 -1.503704208881E-02 1.520737633109E-02 3.344194591045E-02 1
4 0 -9.467622294324E-05 -1.202693767846E-02 1.202731020749E-02 3.345783054829E-02 1
5 0 2.773125655949E-03 -1.098022609949E-02 1.132499799132E-02 3.346010297537E-02 1
6 0 5.304315127432E-03 -9.384213015437E-03 1.077957358211E-02 3.345911949873E-02 1
7 0 7.742586079985E-03 -8.408122695982E-03 1.142996829003E-02 3.346361964941E-02 1
8 0 1.005515549332E-02 -7.442079484463E-03 1.250962447375E-02 3.346669673920E-02 1
9 0 1.217875629663E-02 -6.792381405830E-03 1.394483912736E-02 3.346717357635E-02 1
10 0 1.414063479751E-02 -6.139944307506E-03 1.541611086577E-02 3.347011655569E-02 1
11 0 1.601057499647E-02 -5.635810084641E-03 1.697353459895E-02 3.347434848547E-02 1
12 0 1.777157373726E-02 -5.151054356247E-03 1.850303262472E-02 3.347732871771E-02 1
13 0 1.946516521275E-02 -4.749656189233E-03 2.003626525402E-02 3.348075971007E-02 1
14 0 2.112927474082E-02 -4.363785497844E-03 2.157519198954E-02 3.348579630256E-02 1
15 0 2.277607657015E-02 -4.022555425763E-03 2.312856726348E-02 3.349088132381E-02 1
16 0 2.441346831620E-02 -3.699253546074E-03 2.469214424491E-02 3.349571302533E-02 1
17 0 2.607788704336E-02 -3.413125174120E-03 2.630029618740E-02 3.350128233433E-02 1
18 0 2.778543159366E-02 -3.145514987409E-03 2.796291187406E-02 3.350739553571E-02 1
19 0 2.953873202205E-02 -2.906405599788E-03 2.968137338758E-02 3.351321443915E-02 1
20 0 3.134756535292E-02 -2.692220266908E-03 3.146295994520E-02 3.351901844144E-02 1
21 0 3.322633728385E-02 -2.508710604161E-03 3.332091122866E-02 3.352501615882E-02 1
22 0 3.517609089613E-02 -2.350580180064E-03 3.525453805923E-02 3.353076428175E-02 1
23 0 3.719504177570E-02 -2.221490023658E-03 3.726132214069E-02 3.353597596288E-02 1
24 0 3.928454965353E-02 -2.120503457263E-03 3.934174031019E-02 3.354084491730E-02 1
